slide_id,wsi_path,x_qp,y_qp,label,mpp0,bounds_x,bounds_y,bounds_w,bounds_h
001,/Volumes/Expansion/wsi-annotated/001.svs,24990,17494,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,24990,17716,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,24990,17937,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,24990,18159,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,24990,18380,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,24990,18601,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,24990,18823,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,25212,17494,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,25212,17716,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,25212,17937,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,25212,18159,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,25212,18380,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,25212,18601,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,25212,18823,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,25433,17494,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,25433,17716,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,25433,17937,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,25433,18159,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,25433,18380,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,25433,18601,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,25433,18823,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,25655,17494,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,25655,17716,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,25655,17937,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,25655,18159,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,25655,18380,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,25655,18601,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,25655,18823,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,25876,17494,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,25876,17716,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,25876,17937,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,25876,18159,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,25876,18380,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,25876,18601,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,25876,18823,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,26098,17494,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,26098,17716,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,26098,17937,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,26098,18159,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,26098,18380,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,26098,18601,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,26098,18823,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,26319,17494,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,26319,17716,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,26319,17937,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,26319,18159,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,26319,18380,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,26319,18601,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,26319,18823,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,26540,17494,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,26540,17716,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,26540,17937,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,26540,18159,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,26540,18380,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,26540,18601,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,26540,18823,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,26762,17494,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,26762,17716,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,26762,17937,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,26762,18159,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,26762,18380,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,26762,18601,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,26762,18823,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,26983,17494,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,26983,17716,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,26983,17937,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,26983,18159,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,26983,18380,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,26983,18601,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,26983,18823,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,27648,20373,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,27648,20594,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,27648,20816,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,27648,21037,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,27648,21259,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,27648,21480,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,27648,21702,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,27869,20373,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,27869,20594,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,27869,20816,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,27869,21037,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,27869,21259,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,27869,21480,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,27869,21702,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,28090,20373,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,28090,20594,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,28090,20816,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,28090,21037,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,28090,21259,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,28090,21480,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,28090,21702,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,28312,20373,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,28312,20594,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,28312,20816,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,28312,21037,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,28312,21259,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,28312,21480,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,28312,21702,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,28533,20373,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,28533,20594,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,28533,20816,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,28533,21037,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,28533,21259,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,28533,21480,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,28533,21702,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,28755,20373,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,28755,20594,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,28755,20816,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,28755,21037,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,28755,21259,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,28755,21480,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,28755,21702,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,28976,20373,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,28976,20594,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,28976,20816,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,28976,21037,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,28976,21259,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,28976,21480,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,28976,21702,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,29198,20373,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,29198,20594,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,29198,20816,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,29198,21037,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,29198,21259,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,29198,21480,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,29198,21702,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,29419,20373,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,29419,20594,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,29419,20816,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,29419,21037,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,29419,21259,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,29419,21480,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,29419,21702,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,29640,20373,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,29640,20594,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,29640,20816,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,29640,21037,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,29640,21259,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,29640,21480,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,29640,21702,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,29862,20373,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,29862,20594,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,29862,20816,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,29862,21037,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,29862,21259,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,29862,21480,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,29862,21702,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,35398,37866,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,35398,38087,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,35398,38309,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,35398,38530,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,35398,38752,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,35398,38973,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,35619,37866,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,35619,38087,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,35619,38309,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,35619,38530,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,35619,38752,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,35619,38973,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,35841,37866,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,35841,38087,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,35841,38309,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,35841,38530,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,35841,38752,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,35841,38973,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,36062,37866,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,36062,38087,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,36062,38309,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,36062,38530,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,36062,38752,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,36062,38973,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,36283,37866,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,36283,38087,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,36283,38309,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,36283,38530,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,36283,38752,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,36283,38973,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,36505,37866,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,36505,38087,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,36505,38309,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,36505,38530,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,36505,38752,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,36505,38973,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,36726,37866,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,36726,38087,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,36726,38309,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,36726,38530,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,36726,38752,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,36726,38973,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,36948,37866,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,36948,38087,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,36948,38309,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,36948,38530,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,36948,38752,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,36948,38973,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,37169,37866,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,37169,38087,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,37169,38309,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,37169,38530,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,37169,38752,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,37169,38973,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,37391,37866,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,37391,38087,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,37391,38309,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,37391,38530,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,37391,38752,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,37391,38973,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,88984,41409,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,88984,41630,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,88984,41852,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,88984,42073,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,88984,42295,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,88984,42516,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,89206,41409,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,89206,41630,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,89206,41852,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,89206,42073,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,89206,42295,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,89206,42516,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,89427,41409,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,89427,41630,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,89427,41852,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,89427,42073,1,0.2529,0,0,,
001,/Volumes/Expansion/wsi-annotated/001.svs,89427,42295,1,0.2529,0,0,,
